"atleta_id","rodada","clube_id","jogos_num","pontos_num","media_num","preco_num","variacao_num","FS","PE","A","FT","FD","FF","G","I","PP","RB","FC","GC","CA","CV","SG","DD","DP","GS"
38074,4,290,1,0.0,-4.6,1.11,0.0,2,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0
73641,4,290,2,1.2,0.6,1.15,0.34,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86943,4,290,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89816,4,290,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90917,4,290,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91772,4,290,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91947,4,290,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84997,4,290,1,0.0,0.0,2.37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91228,4,290,1,0.0,-0.1,2.39,0.0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
91711,4,290,3,3.7,0.4,2.43,1.24,2,8,0,0,0,3,0,0,0,5,8,0,2,0,0,0,0,0
71037,4,290,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71784,4,290,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73890,4,290,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72490,4,290,2,0.0,2.35,3.37,-0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70992,4,290,2,0.0,0.0,3.76,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78236,4,290,0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89606,4,290,0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70916,4,290,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82632,4,290,1,0.0,0.4,5.85,0.0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
37783,4,290,0,0.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63031,4,290,0,0.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82764,4,290,4,-1.2,2.25,6.03,-1.06,5,18,0,0,1,0,0,0,0,2,7,0,2,0,3,0,0,0
71381,4,290,1,-0.8,-0.8,6.24,-1.76,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88917,4,290,0,0.0,0.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39042,4,290,4,2.35,3.92,7.12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86935,4,290,4,10.6,3.33,7.41,2.93,2,3,0,0,1,1,1,0,0,5,10,0,0,0,0,0,0,0
90916,4,290,4,-0.3,3.6,7.44,-0.99,2,14,0,0,0,0,0,1,0,3,4,0,0,0,3,0,0,0
38695,4,290,0,0.0,0.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83433,4,290,3,7.3,8.57,10.28,0.95,10,1,0,0,0,2,0,0,0,13,5,0,0,0,0,0,0,0
80036,4,290,4,1.7,4.3,10.28,-0.21,1,5,0,0,0,1,0,1,0,5,7,0,1,0,3,0,0,0
84848,4,290,3,-0.6,1.23,10.84,-1.0,2,4,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0
85399,4,290,4,0.2,4.8,10.87,-0.96,6,6,0,0,0,0,0,0,0,5,7,0,1,0,3,0,0,0
50295,4,290,3,-0.1,5.07,11.09,-1.47,4,8,2,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0
90285,4,290,3,0.0,6.67,13.06,0.0,9,5,0,0,3,2,2,2,0,3,5,0,0,1,0,0,0,0
37899,4,290,4,7.2,10.85,23.27,-0.55,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,1
82634,4,292,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89694,4,292,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91003,4,292,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91004,4,292,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91664,4,292,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89466,4,292,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91002,4,292,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91387,4,292,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78422,4,292,1,0.0,-0.6,2.69,0.0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
87742,4,292,2,-3.0,2.8,2.82,-2.04,0,4,0,0,0,4,1,0,0,0,4,0,1,0,0,0,0,0
44857,4,292,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83511,4,292,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85149,4,292,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88430,4,292,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91001,4,292,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62069,4,292,1,-0.1,-0.1,3.22,-0.78,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
38579,4,292,2,0.0,0.6,4.33,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
78445,4,292,4,12.3,2.87,4.7,3.44,3,18,1,0,1,0,0,0,0,7,3,1,0,0,1,0,0,0
71593,4,292,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84861,4,292,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68904,4,292,1,0.0,0.7,5.88,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69051,4,292,2,2.5,5.25,5.97,-0.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2
81952,4,292,0,0.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72389,4,292,4,-0.8,1.17,6.92,-0.75,1,3,1,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0
73957,4,292,0,0.0,0.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73384,4,292,3,12.1,7.07,8.53,2.89,6,6,0,0,0,1,1,0,0,4,1,0,0,0,1,0,0,0
38021,4,292,4,-2.1,2.2,8.62,-1.84,6,3,0,0,0,4,0,0,0,7,8,0,2,0,0,0,0,0
84382,4,292,1,0.0,-0.3,8.77,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41218,4,292,2,0.0,-0.65,9.09,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
82647,4,292,3,-0.4,3.03,9.33,-0.95,3,8,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
73806,4,292,2,0.0,0.55,9.56,0.0,1,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0
87211,4,292,4,4.71,4.35,10.15,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38100,4,292,4,2.8,3.02,12.18,-0.13,0,8,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0
38632,4,292,4,0.2,3.73,12.84,-1.23,3,13,0,0,1,0,1,0,0,4,3,0,1,0,1,0,0,0
72386,4,292,0,0.0,0.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68834,4,292,4,14.5,4.53,15.12,4.01,3,14,1,0,1,3,0,0,0,11,8,0,1,0,0,0,0,0
87741,4,292,4,11.8,6.47,15.7,3.18,5,5,1,0,4,2,1,0,0,5,4,0,0,0,0,0,0,0
74140,4,292,4,1.5,5.57,19.12,-0.6,11,9,0,0,3,0,1,0,0,5,0,0,0,0,0,0,0,0
68911,4,292,4,0.5,6.48,31.39,-1.2,6,8,0,0,2,1,3,1,0,3,4,0,1,0,0,0,0,1
80276,4,293,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81369,4,293,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82457,4,293,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82943,4,293,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84098,4,293,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86760,4,293,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91687,4,293,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91842,4,293,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91866,4,293,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53148,4,293,1,-2.0,-2.0,1.46,-1.54,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
80192,4,293,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82459,4,293,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84794,4,293,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86771,4,293,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74078,4,293,4,-2.6,-0.35,2.02,-1.14,4,8,0,0,0,3,0,1,0,2,8,0,1,0,0,0,0,0
79432,4,293,1,1.3,1.3,2.86,-0.14,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
69012,4,293,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73769,4,293,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82397,4,293,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82466,4,293,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84707,4,293,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90406,4,293,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80129,4,293,3,0.0,-1.27,3.16,-0.37,4,9,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0
38043,4,293,0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73318,4,293,0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78176,4,293,0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79334,4,293,0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84381,4,293,0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86409,4,293,0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88850,4,293,1,0.0,0.7,4.51,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71778,4,293,1,0.0,-0.4,4.56,0.0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
50292,4,293,1,0.0,-0.3,4.73,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87228,4,293,1,0.0,8.4,4.78,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
79710,4,293,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83528,4,293,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86765,4,293,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74271,4,293,2,0.0,0.25,5.11,-0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88870,4,293,0,0.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77579,4,293,1,0.0,-0.6,6.24,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50645,4,293,4,2.3,3.22,7.6,-0.58,2,16,0,0,1,1,0,0,0,5,3,0,1,0,2,0,0,0
77773,4,293,0,0.0,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80281,4,293,0,0.0,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37840,4,293,4,-1.0,2.2,8.21,-1.21,0,3,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0
82463,4,293,2,13.3,10.95,8.88,3.21,4,8,0,0,2,1,0,0,0,13,1,0,1,0,0,0,0,0
82469,4,293,4,7.1,3.33,9.06,1.34,0,7,0,0,4,1,2,5,0,1,5,0,1,0,0,0,0,0
38525,4,293,1,6.3,6.3,9.36,0.36,2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
69705,4,293,4,8.1,4.63,10.34,1.24,2,4,1,0,0,0,1,1,0,6,4,0,1,0,0,0,0,0
86486,4,293,4,2.85,3.89,10.68,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71113,4,293,3,0.0,1.83,10.69,0.0,2,12,0,0,1,1,1,0,0,2,6,0,1,0,0,0,0,0
50427,4,293,4,-1.2,3.98,11.62,-2.14,0,6,0,0,0,0,0,0,0,6,1,0,1,0,2,0,0,0
69018,4,293,2,0.0,3.95,12.5,0.0,5,6,0,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0
83266,4,293,1,0.0,5.9,14.95,0.0,3,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
86264,4,293,4,-1.8,5.23,15.74,-2.32,3,11,0,0,0,2,0,0,0,9,4,0,1,0,2,0,0,0
62128,4,293,3,0.0,1.9,18.37,0.0,5,16,0,0,4,3,1,3,0,2,6,0,0,1,0,0,0,0
71631,4,293,4,1.6,6.27,22.77,-1.53,6,3,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,3
72603,4,294,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73336,4,294,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79401,4,294,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86449,4,294,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86783,4,294,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84993,4,294,1,0.0,0.0,1.58,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63418,4,294,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73991,4,294,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90890,4,294,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91388,4,294,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91575,4,294,1,0.0,0.0,2.37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56102,4,294,4,-1.3,-0.45,2.84,-0.77,3,12,0,0,0,1,0,0,0,3,7,0,1,0,0,0,0,0
82749,4,294,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86588,4,294,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91323,4,294,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,4,294,4,-4.0,1.05,3.05,-1.18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5
83255,4,294,1,-0.3,-0.3,3.96,-1.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88054,4,294,0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82503,4,294,1,0.0,0.2,4.11,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70929,4,294,4,0.7,-0.07,4.15,0.05,0,8,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0
73644,4,294,3,0.8,1.3,4.9,0.59,5,8,0,0,0,1,0,0,0,3,10,0,1,0,1,0,0,0
37654,4,294,3,-1.8,0.67,4.93,-0.94,2,8,0,0,0,1,0,0,0,6,7,0,2,0,0,0,0,0
79535,4,294,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80441,4,294,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82939,4,294,3,1.6,2.17,5.27,0.36,8,8,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0
71844,4,294,3,0.0,2.13,5.63,0.0,5,6,0,0,0,1,1,2,0,0,4,0,0,0,0,0,0,0
82640,4,294,2,8.9,5.35,6.32,3.02,1,2,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0
81031,4,294,4,1.52,2.28,6.63,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63283,4,294,1,0.0,-0.5,6.72,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63194,4,294,1,0.0,1.0,7.12,0.0,3,3,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0
73465,4,294,1,0.0,0.0,7.12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62127,4,294,1,0.0,0.0,7.13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51681,4,294,4,-2.9,1.75,7.33,-2.08,6,10,0,2,2,1,0,0,0,4,11,0,2,0,0,0,0,0
50462,4,294,4,-4.9,0.63,7.38,-2.46,2,6,0,0,1,0,0,0,0,4,11,0,2,0,1,0,0,0
70132,4,294,0,0.0,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72943,4,294,0,0.0,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50880,4,294,0,0.0,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80374,4,294,4,9.4,3.5,9.11,2.63,7,9,1,0,1,0,0,1,0,6,7,0,2,0,1,0,0,0
38279,4,294,2,3.6,1.25,10.0,0.72,3,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
63005,4,294,4,3.5,5.25,10.68,-0.08,9,19,0,0,0,1,0,0,0,10,1,0,0,0,1,0,0,0
82456,4,294,4,3.4,3.9,20.8,-0.1,4,7,0,0,4,3,1,3,0,3,4,0,0,0,0,0,0,0
69010,4,303,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71971,4,303,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84917,4,303,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86615,4,303,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86618,4,303,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87601,4,303,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91273,4,303,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91901,4,303,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82680,4,303,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86148,4,303,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86713,4,303,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87214,4,303,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88136,4,303,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91261,4,303,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82381,4,303,4,0.0,0.05,2.76,-0.09,0,3,0,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0
51495,4,303,3,8.9,0.8,3.0,2.19,1,5,0,0,0,1,1,0,0,1,4,0,0,1,0,0,0,0
69143,4,303,0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80381,4,303,1,0.0,7.2,4.33,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60825,4,303,4,1.8,-0.43,4.7,0.29,4,11,0,0,0,1,0,0,0,2,5,0,1,0,0,0,0,0
69016,4,303,1,0.0,3.3,4.98,0.0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
80394,4,303,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82525,4,303,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91702,4,303,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38186,4,303,0,0.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62997,4,303,0,0.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68951,4,303,4,-2.4,0.73,6.04,-1.37,3,9,0,0,0,1,0,0,0,7,9,0,2,0,0,0,0,0
78965,4,303,2,0.0,-0.05,6.48,0.0,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
69165,4,303,4,0.7,2.48,6.55,-0.07,3,6,0,0,0,1,0,0,0,5,4,0,1,0,1,0,0,0
68827,4,303,1,0.0,5.9,6.76,0.0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
72204,4,303,4,-1.2,3.05,10.94,-0.9,9,4,0,0,2,1,1,0,0,1,3,0,1,0,0,0,0,0
37245,4,303,4,4.16,4.72,11.62,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37941,4,303,3,0.7,0.03,12.93,-0.58,0,1,0,0,1,2,0,1,0,0,3,0,0,0,0,0,0,0
52674,4,303,3,-1.2,5.3,13.02,-1.64,3,9,0,0,1,0,0,0,0,8,5,0,0,0,1,0,0,0
80949,4,303,4,7.8,5.55,13.33,1.32,8,17,0,0,2,3,2,2,0,6,4,0,2,0,0,0,0,0
42213,4,303,4,5.9,3.65,15.3,1.01,6,9,0,0,0,1,0,0,0,13,17,0,0,0,0,0,0,0
68872,4,303,4,4.0,6.38,16.39,-0.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,5
73635,4,303,2,2.1,4.95,17.24,-1.59,7,5,0,0,2,1,1,1,0,1,4,0,1,0,0,0,0,0
73992,4,303,4,3.8,8.25,21.87,0.42,8,8,3,0,1,1,0,1,0,6,0,0,0,0,1,0,0,0
51319,4,303,4,14.9,11.0,30.25,3.42,2,18,1,1,7,5,3,2,0,7,3,0,2,0,0,0,0,0
42474,4,314,2,0.0,-2.1,0.79,0.0,0,4,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0
89696,4,314,1,0.0,0.0,0.81,-0.19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51299,4,314,2,-2.3,-2.25,0.81,-0.52,0,3,0,0,0,1,0,0,0,1,4,0,2,0,0,0,0,0
81094,4,314,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82791,4,314,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87268,4,314,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89695,4,314,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91888,4,314,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80975,4,314,3,-2.2,-0.37,1.4,-1.14,3,8,0,0,0,0,0,0,0,4,6,0,2,0,0,0,0,0
88309,4,314,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91761,4,314,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79702,4,314,3,0.0,0.0,2.48,0.0,3,8,0,0,1,0,0,0,0,2,3,0,1,0,0,0,0,0
62976,4,314,1,0.0,-0.5,2.77,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73445,4,314,1,0.0,-0.5,2.93,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37695,4,314,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62107,4,314,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73502,4,314,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
