"atleta_id","rodada_id","clube_id","posicao_id","status_id","pontos_num","preco_num","variacao_num","media_num","jogos_num","FS","PE","A","FT","FD","FF","G","I","PP","RB","FC","GC","CA","CV","SG","DD","DP","GS"
73384,4,292,2,7,0.0,0.73,0.0,-3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73421,4,262,3,6,0.0,6.94,0.0,2.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73446,4,293,5,6,0.6,3.49,-0.22,1.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73513,4,266,5,6,0.0,2.23,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73515,4,262,5,5,0.0,3.51,0.0,-2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73517,4,265,1,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73540,4,292,5,6,0.5,6.93,-0.39,1.65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73619,4,276,5,2,0.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73635,4,294,5,2,4.5,7.74,0.15,6.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73649,4,276,5,7,1.5,15.09,-1.84,5.98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73721,4,263,4,6,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73800,4,276,3,3,0.4,9.84,-0.76,2.85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73869,4,283,2,6,-0.7,5.2,-0.95,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73876,4,267,3,6,0.0,2.4,0.0,-1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73974,4,277,4,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73978,4,287,3,6,2.6,2.02,0.61,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73991,4,294,3,6,0.0,4.67,0.0,0.65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73992,4,262,2,6,0.0,9.21,0.0,6.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74060,4,315,4,7,6.7,10.22,1.2,5.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74061,4,263,1,6,8.5,24.47,-0.22,12.55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74075,4,284,2,6,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74081,4,267,4,6,0.5,5.5,-1.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74083,4,262,4,6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74140,4,283,4,2,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74213,4,275,4,6,-0.1,12.64,-0.75,3.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74271,4,265,5,7,-0.1,8.74,-0.53,2.35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75295,4,262,5,6,9.4,11.86,2.05,3.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77500,4,303,3,6,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77529,4,314,2,7,0.0,6.47,0.0,0.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77544,4,373,4,7,5.2,5.73,1.34,1.85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77551,4,292,4,7,3.7,6.28,0.28,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77556,4,294,1,6,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77777,4,276,4,6,0.0,4.35,0.0,0.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77959,4,277,5,6,-1.7,4.29,-0.89,-1.73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77967,4,292,2,6,0.0,2.88,0.0,-6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78077,4,267,2,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78086,4,262,1,6,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78117,4,373,5,6,4.6,6.51,1.19,2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78248,4,277,3,5,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78371,4,284,5,6,0.0,14.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78407,4,315,3,6,11.9,8.98,1.98,11.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78445,4,262,2,7,0.0,5.65,0.0,2.65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78464,4,303,4,6,1.7,2.81,-0.19,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78478,4,262,4,7,1.3,9.17,-0.02,2.52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78495,4,373,1,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78497,4,263,2,7,10.3,8.71,2.47,7.47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78548,4,277,4,6,0.0,2.13,0.0,0.13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78578,4,287,5,6,-2.1,4.41,-0.82,0.45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78584,4,314,1,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78605,4,264,4,7,4.3,8.07,0.76,3.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78632,4,283,2,6,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78715,4,284,4,7,2.0,17.69,-1.21,7.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78839,4,277,1,6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78850,4,315,2,7,8.2,13.67,0.47,7.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78855,4,275,4,7,-0.6,4.38,-0.94,1.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78856,4,373,4,7,0.3,6.59,-0.79,3.28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78897,4,303,4,5,0.0,6.81,0.0,4.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78968,4,292,5,5,0.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78991,4,315,4,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78994,4,293,4,6,0.0,2.62,0.0,-0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79035,4,277,3,5,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79041,4,276,4,7,2.2,3.81,0.35,1.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79042,4,265,3,7,2.6,10.26,0.43,3.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79066,4,262,1,7,8.2,5.98,1.9,3.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79193,4,373,4,6,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79334,4,373,3,6,0.8,2.94,0.21,0.28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79437,4,282,6,7,4.67,11.17,0.43,3.41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79553,4,292,2,6,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79578,4,283,5,6,0.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79701,4,283,4,6,0.0,6.65,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79702,4,275,3,2,0.0,3.17,0.0,-1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79887,4,275,2,6,0.0,6.22,0.0,2.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79892,4,315,4,6,0.0,1.83,0.0,0.43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79973,4,263,1,7,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80124,4,282,3,6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80129,4,303,4,2,1.3,4.6,-0.3,1.83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80140,4,315,4,6,0.2,0.76,-0.09,-0.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80188,4,266,5,6,0.2,2.76,-0.07,-0.62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80189,4,265,3,7,6.4,3.92,1.8,1.93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80196,4,267,2,7,0.0,9.63,0.0,5.07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80281,4,293,3,6,0.0,2.69,0.0,-1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80286,4,264,1,6,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80313,4,267,2,7,-1.2,8.9,-1.27,3.58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80318,4,283,2,7,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80337,4,315,5,7,0.4,6.78,-1.08,3.72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80363,4,283,4,7,0.8,6.39,-0.83,2.87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80370,4,265,4,5,0.6,16.64,-0.92,5.42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80373,4,373,2,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80537,4,266,5,6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80583,4,277,4,5,0.0,3.64,0.0,-0.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80692,4,275,3,2,0.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80853,4,284,3,7,8.5,11.54,1.4,7.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80944,4,282,4,6,0.0,9.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81150,4,275,2,7,6.6,7.03,1.64,3.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81219,4,287,2,7,-1.5,0.76,-0.24,-1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81223,4,282,3,6,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81241,4,292,3,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81682,4,282,4,6,-1.1,7.64,-1.28,3.12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81770,4,264,5,6,0.0,6.42,0.0,-0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81798,4,315,5,7,3.2,9.01,0.31,2.83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81845,4,283,4,2,-1.5,12.31,-0.7,4.05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81898,4,315,5,6,-1.4,1.86,-0.84,-0.63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81903,4,314,4,7,0.3,2.35,-0.26,0.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81905,4,266,5,6,9.2,26.23,0.11,13.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81923,4,262,3,5,0.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82411,4,276,4,6,0.0,10.57,0.0,1.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82455,4,265,4,7,21.1,22.66,5.29,11.35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82463,4,293,4,6,-3.4,8.52,-1.78,1.27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82469,4,293,5,6,-1.1,1.73,-0.6,-0.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82515,4,266,3,6,-1.9,1.71,-1.29,-1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82567,4,315,4,6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82613,4,287,3,7,0.6,8.14,-0.55,2.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82627,4,276,5,6,6.1,14.48,0.29,7.58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82634,4,294,4,7,5.8,6.77,1.46,3.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82644,4,303,4,7,8.0,4.25,2.43,3.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82647,4,265,4,5,0.0,18.33,0.0,9.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82754,4,373,4,6,0.0,1.19,0.0,0.37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82787,4,314,5,6,1.7,2.39,0.36,0.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82791,4,314,5,6,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82817,4,294,4,7,2.1,14.79,0.36,4.88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82943,4,277,2,7,0.0,5.39,0.0,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83004,4,282,4,6,2.9,7.51,0.77,1.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83048,4,284,3,6,0.0,6.81,0.0,6.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83263,4,265,4,5,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83433,4,292,4,7,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83522,4,314,2,7,7.7,9.49,1.84,4.87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83615,4,275,3,5,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83683,4,315,4,7,2.2,4.45,-0.12,1.35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83772,4,287,5,7,5.9,5.62,0.62,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83786,4,292,3,6,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83791,4,314,4,6,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83817,4,264,5,7,1.2,18.42,-0.95,7.73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83869,4,314,2,2,6.3,7.05,1.7,3.83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84313,4,265,4,6,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84382,4,282,4,6,0.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84530,4,284,4,6,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84554,4,276,3,7,1.6,4.51,-0.5,4.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84558,4,283,4,6,0.0,5.32,0.0,2.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84585,4,265,4,7,11.7,13.92,3.0,6.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84691,4,314,4,6,0.0,4.06,-0.2,1.22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84703,4,315,5,6,0.0,4.12,0.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84718,4,276,5,2,0.0,2.35,0.0,-0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84761,4,314,6,7,5.35,6.33,1.35,2.98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84847,4,303,3,6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84848,4,275,5,6,-0.3,4.02,-0.77,1.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84851,4,282,4,5,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84855,4,292,2,6,0.0,2.97,0.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84861,4,282,2,7,4.0,2.75,0.75,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84890,4,287,2,6,0.0,6.31,0.0,2.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84893,4,267,2,7,3.1,6.55,0.73,2.58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84896,4,314,4,6,0.0,3.72,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84917,4,303,2,2,4.5,5.19,0.19,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84926,4,282,4,7,0.1,1.56,-0.44,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84927,4,315,4,6,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84993,4,294,4,6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85004,4,266,1,6,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85040,4,287,4,7,5.1,5.38,0.38,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85069,4,293,4,6,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85083,4,275,1,6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85121,4,266,4,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85149,4,292,4,6,0.0,3.2,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85211,4,267,5,6,0.7,4.03,-0.97,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85241,4,275,3,6,10.5,17.41,2.14,6.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85300,4,262,5,6,0.0,4.95,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85418,4,282,1,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85423,4,282,4,7,2.4,8.49,-1.51,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85425,4,277,1,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85586,4,294,4,6,0.0,5.99,-0.07,0.88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85591,4,303,2,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85626,4,266,2,6,-2.3,3.32,-1.07,-0.03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85629,4,294,4,6,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85931,4,275,4,2,0.0,2.54,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86120,4,275,5,6,1.0,19.54,-0.7,5.83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86143,4,293,3,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86227,4,276,5,5,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86323,4,373,5,6,0.6,2.74,-0.08,0.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86410,4,263,2,5,6.9,12.33,1.17,6.15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86411,4,373,2,6,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86485,4,275,5,7,1.6,5.05,0.3,0.53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86486,4,267,6,7,0.33,7.35,-0.68,3.21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86508,4,315,1,7,7.9,8.63,1.74,5.78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86519,4,292,4,7,0.0,4.22,0.0,0.65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86686,4,275,4,7,3.5,9.22,0.09,3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86713,4,373,2,5,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86740,4,303,2,7,12.0,13.06,3.1,5.47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86757,4,284,5,6,0.0,7.18,0.0,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86759,4,284,5,7,9.6,19.66,0.42,8.37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86760,4,293,1,6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86764,4,293,2,6,1.6,9.59,0.02,2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86765,4,293,4,6,0.0,3.4,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86766,4,293,4,6,0.9,4.98,-0.58,2.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86776,4,267,1,6,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86783,4,294,2,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86797,4,283,5,6,0.0,0.73,0.0,-0.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86859,4,287,4,5,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86861,4,287,3,6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86863,4,315,3,7,0.0,6.49,0.0,3.47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86874,4,314,2,7,14.9,12.54,4.12,6.35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86932,4,265,5,6,1.0,7.46,0.05,3.15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86935,4,292,4,6,0.0,4.1,0.0,-0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86970,4,373,3,7,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86972,4,263,3,6,0.0,0.71,0.0,-5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86973,4,284,2,6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86974,4,314,4,6,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87008,4,284,1,6,0.0,3.51,0.0,3.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87028,4,284,5,6,0.0,3.74,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87098,4,265,5,6,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87158,4,282,4,6,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87192,4,277,2,5,0.0,11.45,0.0,2.45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87211,4,293,6,6,0.31,9.88,-0.81,1.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87225,4,264,3,7,6.6,9.3,1.37,4.65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87228,4,264,2,7,3.2,7.47,-0.31,4.47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
